sample	num_seqs	sum_len	min_len	avg_len	max_len	N50	N50_num	GC(%)	nReads	Shannon index	Viral_Count	Viral_Min_len	Viral_Max_len	Viral_Mean_len	Viral_Total_len	Viral_N50_len	Continent	Country
SRR14369231	2115811	1452382939	200	686.4	35795	753	4020	42.12	73327978	2.36114	19	5076	11670	7721.95	146717	7769	North_America	Canada
SRR14369232	594501	412718131	200	694.2	394086	652	8311	44.83	57627642	4.82146	262	5009	173720	15797.97	4139069	20644	North_America	Canada
SRR14369233	1189937	740166161	200	622.0	189577	616	8475	43.51	57548379	6.04725	1041	5002	189577	11324.13	11788418	12515	North_America	Canada
SRR14369234	2391875	1540149765	200	643.9	414899	667	10222	43.55	109831019	5.88392	1268	5001	414899	11526.13	14615131	12306	North_America	Canada
SRR14369235	1438607	840896278	200	584.5	161956	585	7399	43.54	59212979	5.53878	590	5005	128108	11636.98	6865820	13372	North_America	Canada
SRR14369236	560366	604032184	200	1077.9	380299	1684	12061	46.25	117636207	5.65194	696	5004	170861	13746.24	9567383	17035	North_America	Canada
SRR14369237	1908263	1219364341	200	639.0	207425	692	3786	42.32	67815485	2.67426	24	5031	33256	13178.54	316285	20811	North_America	Canada
SRR14369238	1155622	678945342	200	587.5	465907	592	6717	43.04	46349459	4.52637	163	5015	465907	17968.89	2928929	35768	North_America	Canada
SRR14369239	1860861	1207188968	200	648.7	105572	709	3369	42.48	60763501	2.0459	10	5154	28961	10705.9	107059	14017	North_America	Canada
SRR14369240	1403076	834590891	200	594.8	607469	615	5041	42.79	74354783	3.25754	146	5057	267918	21723.14	3171578	33954	North_America	Canada
SRR14369241	1759311	1019785090	200	579.7	276852	610	4596	42.88	56236306	4.58726	180	5001	107280	11535.24	2076343	12579	North_America	Canada
SRR14369242	786611	652472984	200	829.5	309482	981	10556	45.33	69638247	5.91261	1095	5004	295919	15233.81	16681019	20607	North_America	Canada
SRR14369243	1207023	902319103	200	747.6	286530	777	12112	45.09	103458648	5.1988	862	5001	286530	16148.09	13919655	24598	North_America	Canada
SRR14369244	1059231	729853906	200	689.0	302253	692	10231	44.56	80875594	5.74311	835	5008	272143	12607.36	10527148	14876	North_America	Canada
SRR14369245	832736	716575258	200	860.5	431535	1075	11215	46.37	74092033	5.58896	1212	5000	235588	13599.39	16482455	16313	North_America	Canada
SRR14369246	664291	571777666	200	860.7	434159	1069	10528	45.63	58801004	5.74901	705	5007	161898	12300.4	8671782	14462	North_America	Canada
SRR14369247	2019595	1387652920	200	687.1	629980	747	6143	42.65	86939349	4.27255	146	5002	173720	17053.0	2489738	29346	North_America	Canada
SRR14369248	1835462	1198548300	200	653.0	530056	685	7713	42.9	81987227	4.4729	215	5017	159187	15766.46	3389789	20133	North_America	Canada
SRR14369249	1496452	866509048	200	579.0	247264	585	6812	43.55	56216415	5.56582	615	5018	247264	13065.66	8035380	16235	North_America	Canada
SRR14369250	1984937	1197374148	200	603.2	298657	622	7635	43.66	74645014	4.98383	280	5000	100494	11494.16	3218366	12574	North_America	Canada
SRR14369251	2182356	1388438437	200	636.2	245707	684	5266	43.11	77754695	4.90097	259	5007	93096	12518.15	3242200	14751	North_America	Canada
SRR14369252	2191770	1805285411	200	823.7	559815	978	5247	42.19	104428115	3.65187	66	5012	49754	16051.2	1059379	28152	North_America	Canada
SRR14369253	1494228	988705450	200	661.7	567742	656	10657	44.79	78481608	5.49137	600	5001	190947	15515.95	9309572	23077	North_America	Canada
SRR14369254	1938291	1266839774	200	653.6	450044	697	6110	42.83	82982106	4.48749	145	5029	284313	18432.03	2672644	27868	North_America	Canada
SRR14369255	779374	698580160	200	896.3	235366	1173	11699	45.92	83979824	5.7313	1190	5003	231553	14776.6	17584154	20218	North_America	Canada
SRR14369256	1885054	1235149597	200	655.2	567729	687	8380	43.53	95937423	3.34717	277	5011	100626	16474.1	4563326	25753	North_America	Canada
SRR14369257	1233237	965293125	200	782.7	412123	895	11676	44.59	97492773	6.68634	2302	5002	412123	12003.92	27633025	13528	North_America	Canada
SRR14369258	1803588	1193985540	200	662.0	286526	669	11628	45.04	100429495	5.66928	753	5000	286526	12253.42	9226822	13664	North_America	Canada
SRR14369259	800638	658042898	200	821.9	286532	978	10949	45.62	80235165	5.65072	788	5002	286532	13457.24	10604303	16503	North_America	Canada
SRR14369260	822785	612970895	200	745.0	274182	843	9497	44.92	58268521	5.55146	525	5001	197309	13849.3	7270881	19673	North_America	Canada
SRR14369261	847768	563704709	200	664.9	529351	634	9373	45.03	63502211	5.04817	386	5016	208892	16072.48	6203978	22412	North_America	Canada
SRR14369262	1949558	1275271548	200	654.1	357106	700	5927	42.68	78675870	3.9357	98	5043	57488	15073.82	1477234	21374	North_America	Canada
SRR14369263	1557076	969069294	200	622.4	529547	639	7794	43.74	69112518	4.65251	246	5031	93484	15999.09	3935777	26306	North_America	Canada
SRR14369264	1463053	891167497	200	609.1	249219	598	8056	44.13	58181074	5.34379	639	5002	249219	11734.24	7498177	12670	North_America	Canada
SRR14369265	1862153	1137870140	200	611.1	281386	629	7939	44.08	72999146	5.42628	495	5007	242457	11924.64	5902698	13499	North_America	Canada
SRR14369266	536578	533499287	200	994.3	336968	1525	10915	47.73	93079522	5.34245	916	5001	174279	15044.17	13780459	21390	North_America	Canada
SRR14369267	1874407	1208317196	200	644.6	371221	637	10448	43.46	95229485	5.81549	903	5000	371221	12225.26	11039411	13577	North_America	Canada
SRR14369268	732954	576084477	200	786.0	182302	919	10443	45.04	68472352	5.6068	762	5010	182302	13127.94	10003489	16019	North_America	Canada
SRR14369269	555444	515539151	200	928.2	817782	1303	10657	46.26	70261132	5.68683	682	5006	350754	14811.87	10101692	22136	North_America	Canada
SRR14369270	2075859	1418123156	200	683.2	491709	737	6959	42.99	88528745	4.91299	233	5016	153166	15312.27	3567758	21783	North_America	Canada
SRR14369271	1348126	767508713	200	569.3	261865	587	4623	42.63	47393980	4.05907	86	5027	102520	16689.83	1435325	28478	North_America	Canada
SRR14369272	1580761	1054047624	200	666.8	261692	663	11321	44.68	89590252	5.58641	859	5000	261692	13450.64	11554100	16637	North_America	Canada
SRR14369273	989593	863665704	200	872.7	283293	1100	12569	46.39	96675905	5.86563	1090	5010	283293	14437.38	15736740	18815	North_America	Canada
SRR14369274	697306	621866102	200	891.8	403600	1153	11764	46.62	68374078	5.84628	711	5000	144137	13043.09	9273635	15872	North_America	Canada
SRR14369275	1566723	935323303	200	597.0	286918	624	5231	42.42	52704265	3.67615	58	5071	48344	12300.0	713400	13352	North_America	Canada
SRR14369276	1617996	992802046	200	613.6	484063	640	5338	42.62	64931699	4.17802	143	5085	158597	16484.73	2357316	24741	North_America	Canada
SRR14369277	1247599	787450902	200	631.2	709460	619	9245	43.78	85682509	4.6882	290	5003	157158	14016.47	4064776	18883	North_America	Canada
SRR14369278	1368625	859623764	200	628.1	377103	628	8805	43.27	74273028	4.70495	224	5017	223106	16614.84	3721724	25916	North_America	Canada
SRR14369279	994033	721431331	200	725.8	238799	796	9956	42.5	77862358	5.91558	1128	5004	238799	11005.12	12413778	11755	North_America	Canada
SRR14369280	768754	668804278	200	870.0	226867	1090	11539	46.6	107386584	5.22381	829	5000	226867	11424.59	9470984	12197	North_America	Canada
SRR14369281	599944	528702440	200	881.3	267865	1116	10306	46.24	56128901	5.1136	529	5002	267865	13626.1	7208207	17910	North_America	Canada
SRR14369282	1765990	1070233582	200	606.0	199451	633	6770	42.94	59861365	4.98628	378	5013	199451	14509.61	5484632	21705	North_America	Canada
SRR14369283	581910	496689160	200	853.5	371221	1120	10193	45.51	70082411	5.45067	539	5011	371221	13183.6	7105962	16097	North_America	Canada
SRR14369284	2196614	1718460618	200	782.3	556086	897	6602	42.62	99601915	4.25174	189	5009	371221	18327.49	3463895	30880	North_America	Canada
SRR14369285	1865798	1213840525	200	650.6	391196	692	6278	42.73	74376430	3.90499	152	5003	140418	15554.05	2364215	23923	North_America	Canada
SRR14369286	1667038	1032571423	200	619.4	251400	609	9024	43.06	77124588	5.5382	675	5002	246044	11631.69	7851391	12300	North_America	Canada
SRR14369287	1186089	865671831	200	729.9	229332	774	12234	45.54	110859697	5.84015	830	5001	196014	13435.39	11151375	17546	North_America	Canada
SRR14369288	1873961	1234849103	200	659.0	674943	695	7436	42.81	75921019	4.57899	200	5008	80953	13789.98	2757995	18673	North_America	Canada
SRR14369289	684490	596403790	200	871.3	373271	1109	11255	46.66	76073120	5.63103	709	5001	373271	15346.93	10880976	21536	North_America	Canada
SRR14369290	1877310	1203925136	200	641.3	433032	696	4137	42.17	61822123	3.40234	40	5177	39719	10115.7	404628	9719	North_America	Canada
SRR14369291	1879910	1278660832	200	680.2	387158	714	8902	42.99	83975083	4.96692	335	5003	102371	14199.25	4756749	19996	North_America	Canada
SRR14369292	2253655	1757924852	200	780.0	319810	887	8095	42.55	109032634	4.20599	210	5005	168417	16179.02	3397595	24534	North_America	Canada
SRR14369293	1063237	659466804	200	620.2	479990	605	8254	43.25	58167500	4.56249	183	5004	159187	15639.4	2862011	23375	North_America	Canada
SRR14369294	1940599	1262040745	200	650.3	413506	658	11323	43.61	107429685	6.48512	1898	5001	413506	11193.07	21244438	12043	North_America	Canada
SRR14369295	1293591	812688594	200	628.2	141280	623	9160	44.85	62511643	5.06837	364	5018	54313	9974.76	3630811	10516	North_America	Canada
SRR14369296	827673	720466480	200	870.5	233449	1127	12049	45.39	86758473	5.61219	863	5001	158087	12853.36	11092452	16148	North_America	Canada
SRR14369297	707970	601939097	200	850.2	404128	1047	10642	45.43	57977010	5.4075	900	5002	173930	14913.07	13421766	19830	North_America	Canada
SRR14369298	1400475	842661463	200	601.7	323395	610	6955	43.43	62917354	4.33056	209	5013	157203	15145.87	3165487	23891	North_America	Canada
SRR14369299	1943858	1179798113	200	606.9	115180	647	4546	42.84	63743806	4.55493	186	5054	90292	11199.76	2083156	12371	North_America	Canada
SRR14369300	2076255	1462151767	200	704.2	531699	778	5447	42.54	82841837	3.79212	93	5022	67226	13611.6	1265879	16544	North_America	Canada
SRR14369301	1257833	842361281	200	669.7	261692	668	10214	44.83	67371875	5.44621	723	5025	261692	13138.92	9499437	16146	North_America	Canada
SRR14369302	1668967	1076905690	200	645.3	388315	664	8175	42.81	81417399	4.63238	205	5003	100441	14578.49	2988591	20431	North_America	Canada
SRR14369303	847728	562229220	200	663.2	388066	627	9027	43.81	59326385	4.62813	260	5007	223107	16266.24	4229223	23796	North_America	Canada
SRR14369304	2302753	1518362968	200	659.4	186300	714	6583	43.2	86141915	4.82843	385	5005	93330	9862.13	3796921	9911	North_America	Canada
SRR14369305	676638	610394336	200	902.1	268750	1199	10910	45.27	79305402	5.92997	959	5000	184202	13779.65	13214689	17717	North_America	Canada
SRR14369306	812998	678917732	200	835.1	384078	960	10859	45.38	69288907	5.65854	766	5002	268482	14065.35	10774055	19325	North_America	Canada
SRR14369307	804342	684767898	200	851.3	270354	1069	11008	44.51	75541052	5.99436	979	5004	270354	14122.34	13825775	17962	North_America	Canada
SRR14369308	685689	592246989	200	863.7	279111	1110	10900	46.21	63037738	5.75792	771	5004	161909	14504.75	11183162	19364	North_America	Canada
SRR14369309	2089973	1490317896	200	713.1	494564	796	5028	42.33	81297551	3.01655	72	5009	49188	15055.19	1083974	24319	North_America	Canada
SRR14759152	970164	795118071	200	819.6	951292	1039	11860	44.4	178472391	5.70915	925	5003	116048	10366.39	9588908	10912	Asia	China
SRR14759153	886773	746057441	200	841.3	217866	1130	11984	43.49	173792394	5.5754	614	5002	116532	10392.65	6381088	10536	Asia	China
SRR14759154	1152690	961921552	200	834.5	467637	1057	12643	43.69	204325107	6.25262	1217	5002	96960	10306.81	12543391	11138	Asia	China
SRR14759155	798967	663423170	200	830.4	1028467	1048	10819	43.08	174089050	5.8503	965	5000	146103	11288.99	10893874	12211	Asia	China
SRR14759156	678991	571779865	200	842.1	563010	1080	10278	42.61	187673768	4.99509	562	5000	183641	9854.93	5538472	10200	Asia	China
SRR14759157	850663	716845180	200	842.7	310805	1137	12061	47.35	177084064	6.15434	1384	5001	140221	11483.94	15893767	12630	Asia	China
SRR14759158	1380360	1106095331	200	801.3	862234	977	12585	45.74	187307343	6.02284	1027	5000	89143	10219.36	10495280	10583	Asia	China
SRR14759159	1106789	915725353	200	827.4	681631	1060	12758	44.33	180335431	5.90571	986	5000	128280	10197.18	10054419	10833	Asia	China
SRR14759160	548707	401336747	200	731.4	150714	828	7601	42.74	167679227	5.33092	858	5007	150714	11888.66	10200467	13280	Asia	China
SRR14759161	961511	834298703	200	867.7	681883	1145	13029	45.7	177265644	6.15058	1058	5001	149214	10741.61	11364621	11464	Asia	China
SRR14759162	805515	642855040	200	798.1	348480	974	10771	44.03	179888618	5.3046	664	5000	152675	9554.92	6344468	9905	Asia	China
SRR14759163	938473	789272724	200	841.0	373253	1114	12750	46.11	191481734	5.59564	652	5006	373253	12087.69	7881171	14320	Asia	China
SRR14759164	888829	750116463	200	843.9	703700	1132	12066	46.23	200079148	6.11591	1301	5000	122088	11472.44	14925645	12722	Asia	China
SRR14759165	1310735	1069019819	200	815.6	428293	1022	13257	45.25	197224479	5.61374	762	5001	202661	10476.98	7983456	11014	Asia	China
SRR14759166	945587	845727357	200	894.4	542387	1260	12839	46.5	178944848	6.31778	1532	5007	166906	12242.28	18755180	13889	Asia	China
SRR14759167	1003880	856188136	200	852.9	681292	1129	12564	46.17	179937519	5.42469	743	5005	130716	11342.12	8427194	12523	Asia	China
SRR14759168	928195	782208112	200	842.7	562936	1091	12229	46.78	190130112	5.70201	913	5002	147965	11535.42	10531836	12831	Asia	China
SRR14759169	1126218	878139376	200	779.7	467301	921	11507	45.16	182686946	5.28333	714	5009	62733	10019.14	7153664	10530	Asia	China
SRR14759170	932387	738640569	200	792.2	467330	953	11028	43.47	190613817	5.41229	713	5004	90985	9689.89	6908894	9770	Asia	China
SRR14759171	1013759	966157716	200	953.0	490948	1371	13840	44.41	205026146	6.29638	1250	5000	204048	11235.92	14044900	12302	Asia	China
SRR14812339	198068	228312502	200	1152.7	274402	1969	7278	45.27	51812761	5.03151	303	5051	177197	15873.15	4809563	21925	North_America	Canada
SRR14812340	332004	339147640	200	1021.5	350634	1494	8742	45.82	56383260	5.4428	395	5003	175163	11962.73	4725279	13596	North_America	Canada
SRR14812341	326527	298683148	200	914.7	161083	1202	8192	44.84	41331610	4.61663	384	5009	161083	12698.36	4876172	14953	North_America	Canada
SRR14812342	342262	254578202	200	743.8	147146	801	6384	41.33	38309331	4.66919	211	5014	147146	11395.0	2404344	12389	North_America	Canada
SRR14812343	259072	254622569	200	982.8	165714	1404	7971	44.1	41302488	4.98285	261	5001	99496	10254.64	2676461	11086	North_America	Canada
SRR14812344	405315	372299115	200	918.5	300471	1194	8799	42.39	55533785	5.49933	533	5009	133305	11730.72	6252476	12943	North_America	Canada
SRR14812345	581629	410377397	200	705.6	194789	770	7122	43.45	60051443	2.88599	101	5023	35836	9653.5	975003	10364	North_America	Canada
SRR14812346	303605	263872677	200	869.1	292894	1190	7307	40.96	60293054	5.91616	1247	5006	124327	10786.9	13451270	11727	North_America	Canada
SRR14812347	511999	353286814	200	690.0	210485	732	6837	42.91	57390481	3.18138	98	5025	25906	7380.4	723279	6996	North_America	Canada
SRR14812348	543797	412974738	200	759.4	280329	844	7860	40.47	60484299	5.67206	472	5007	81105	9584.04	4523668	9819	North_America	Canada
SRR14812349	452398	291969662	200	645.4	489048	642	6164	42.31	47385742	4.35647	145	5021	64166	10169.69	1474605	10787	North_America	Canada
SRR14812350	393329	240845392	200	612.3	200017	599	5186	43.13	44086585	4.47322	105	5046	62269	10092.79	1059743	9964	North_America	Canada
SRR14812351	386568	266889596	200	690.4	130268	714	6436	39.94	43675524	4.49638	199	5003	53361	8214.21	1634627	8232	North_America	Canada
SRR14812352	445676	282840442	200	634.6	120824	634	5533	39.87	45544731	4.53709	191	5007	33467	7978.46	1523885	8168	North_America	Canada
SRR14812353	598450	401231775	200	670.5	110926	699	6670	40.95	58161429	4.40685	124	5064	86950	9421.25	1168235	9192	North_America	Canada
SRR14812354	289118	244200162	200	844.6	425658	1026	6945	39.8	51152363	5.5328	613	5015	72047	10254.7	6286129	10929	North_America	Canada
SRR14812355	456494	374529644	200	820.4	240120	963	8153	43.75	51657786	5.2798	318	5016	127298	13785.74	4383866	19771	North_America	Canada
SRR14812356	523894	344544300	200	657.7	147806	671	6561	38.1	51504487	5.85336	525	5001	81466	8680.31	4557164	8504	North_America	Canada
SRR14812357	576188	364135562	200	632.0	115764	636	5713	40.59	53153280	4.41837	136	5006	62116	8527.13	1159690	8147	North_America	Canada
SRR14812358	451271	340571028	200	754.7	162010	855	7643	36.51	55367284	5.87778	577	5000	144134	9611.27	5545702	10052	North_America	Canada
SRR14812359	451515	342126130	200	757.7	211600	845	7825	37.82	57960539	3.28125	121	5013	32790	8157.36	987040	7873	North_America	Canada
SRR14812360	418640	274016336	200	654.5	117949	651	6123	39.2	48995872	1.38056	42	5084	42205	12196.6	512257	20584	North_America	Canada
SRR14812361	604636	445825611	200	737.3	153323	822	8042	40.36	68437693	4.18084	332	5000	63105	8812.96	2925903	8756	North_America	Canada
SRR14812362	552518	360026819	200	651.6	192324	657	6496	41.69	54224147	4.31631	136	5001	36189	8722.76	1186295	8395	North_America	Canada
SRR14812363	486163	367732269	200	756.4	493251	843	7620	41.77	59220421	4.48547	177	5006	62062	9405.62	1664795	9745	North_America	Canada
SRR14812364	470460	337999272	200	718.4	165898	760	7145	38.07	51912539	5.7361	537	5008	118757	9657.33	5185985	10001	North_America	Canada
SRR14812365	602418	442315690	200	734.2	775047	786	8037	41.22	59074989	5.54249	505	5003	69238	9204.75	4648401	9072	North_America	Canada
SRR14812366	393153	346048069	200	880.2	173180	1125	8241	44.81	51251615	5.66618	597	5025	109484	10510.07	6274512	10964	North_America	Canada
SRR14812367	443838	372053911	200	838.3	306548	985	8277	45.19	56563798	5.33193	487	5002	105108	12449.01	6062670	14447	North_America	Canada
SRR14812368	502627	386449682	200	768.9	141306	870	7987	44.87	58297083	5.1029	486	5002	141306	10395.38	5052153	10694	North_America	Canada
SRR14812369	192441	236301692	200	1227.9	575515	2878	7300	46.87	59301393	4.10353	260	5003	82587	13762.45	3578237	19266	North_America	Canada
SRR14812370	459203	407011614	200	886.3	380678	1111	8911	48.06	57933981	5.32856	467	5007	231787	13295.0	6208763	16473	North_America	Canada
SRR14812371	374747	299188530	200	798.4	170237	920	7118	45.01	46491653	4.24017	219	5026	137098	11426.97	2502507	13360	North_America	Canada
SRR14812372	324991	246420013	200	758.2	173718	838	6750	44.83	47223738	4.46069	267	5018	85670	11795.02	3149271	13956	North_America	Canada
SRR14812373	288312	253654995	200	879.8	301729	1076	7029	46.52	42819870	4.41645	141	5002	164518	10601.49	1494810	12459	North_America	Canada
SRR14812374	241755	216157609	200	894.1	170081	1155	6992	46.74	39469331	4.29493	181	5034	170081	13390.19	2423625	19554	North_America	Canada
SRR14812375	475976	394229354	200	828.3	159897	986	8461	45.04	59738456	4.90183	340	5038	96387	11650.39	3961131	12914	North_America	Canada
SRR14812376	567584	407773276	200	718.4	194292	764	7525	43.88	55225308	5.49485	478	5003	92382	10473.02	5006105	11437	North_America	Canada
SRR14812377	235679	247710729	200	1051.1	273097	1689	7642	45.57	47411426	5.21914	338	5006	105206	13212.4	4465792	17551	North_America	Canada
SRR14812378	411125	338895858	200	824.3	215052	957	8184	45.43	50070259	5.63573	579	5006	200139	14008.58	8110968	17873	North_America	Canada
SRR16235687	135846	159048738	200	1170.8	921198	2308	5364	43.23	135524746	3.18605	312	5000	233891	19929.44	6217985	38800	Asia	Thailand
SRR16235688	287314	360510461	200	1254.8	310220	2693	9188	45.39	140067671	4.84468	703	5003	221859	16875.37	11863387	27443	Asia	Thailand
SRR16235689	215044	279433936	200	1299.4	277952	2817	7913	45.62	143125444	4.40049	502	5012	122455	15273.89	7667495	22682	Asia	Thailand
SRR16235690	366162	465329158	200	1270.8	278336	2896	10650	46.44	140856935	3.7857	639	5004	250056	15492.46	9899685	22969	Asia	Thailand
SRR16235692	921549	605559747	200	657.1	647331	622	9293	43.81	138345605	5.07559	350	5021	113928	13367.49	4678620	15964	Asia	Thailand
SRR16235693	1368662	885681439	200	647.1	921197	644	9026	43.41	145149543	4.95339	250	5007	129446	15162.95	3790738	22335	Asia	Thailand
SRR16235695	487870	490176217	200	1004.7	489503	1601	11077	45.91	149042784	5.11119	603	5004	414381	13767.25	8301649	17366	Asia	Thailand
SRR16235696	318945	449406271	200	1409.0	378055	3673	10273	45.52	167873117	4.66974	545	5025	137158	16389.84	8932463	23735	Asia	Thailand
SRR16235697	314442	513357422	200	1632.6	376739	6855	8831	45.81	226622166	5.26747	864	5002	376739	21612.57	18673258	35489	Asia	Thailand
SRR16235698	457812	592597127	200	1294.4	299556	2793	12126	45.23	159355214	5.4506	841	5005	227346	16512.85	13887311	25679	Asia	Thailand
SRR16235699	437047	544912248	200	1246.8	697550	2553	11712	46.28	153146869	3.90114	791	5002	195926	15550.98	12300829	21372	Asia	Thailand
SRR16235700	326786	442551991	200	1354.3	420096	3111	10090	46.43	148661429	3.70964	697	5003	194019	15850.81	11048016	24574	Asia	Thailand
SRR16235701	679424	711706938	200	1047.5	291272	1630	12957	48.4	140013323	5.95916	895	5006	261227	15474.27	13849471	23414	Asia	Thailand
SRR16235702	221461	294244183	200	1328.7	241124	3360	8149	45.07	173289864	3.6897	571	5000	178789	15190.47	8673761	19139	Asia	Thailand
SRR16235703	1339407	856136130	200	639.2	290984	637	8768	43.51	139917478	4.9459	276	5003	103467	12881.69	3555346	15956	Asia	Thailand
SRR16990452	867767	583544735	200	672.5	237662	884	9416	51.73	279720902	6.62942	3882	5001	237662	10108.43	39240913	10540	Europe	Spain
SRR16990453	392261	276204127	200	704.1	109029	885	6720	51.57	110327082	5.43908	2243	5000	109029	10089.0	22629636	10574	Europe	Spain
SRR17283852	1358858	1051143990	200	773.5	360747	852	10587	46.67	597167207	5.55293	490	5015	77172	12419.49	6085552	14855	North_America	USA
SRR17422360	204864	233301121	200	1138.8	479289	2550	6423	50.12	83221457	3.98639	225	5070	123818	15462.28	3479013	20665	Asia	China
SRR17422361	234717	246299478	200	1049.3	648667	1775	7323	48.72	78607620	4.82622	211	5022	220859	13319.97	2810514	17107	Asia	China
SRR17422362	536525	425726010	200	793.5	282863	912	8684	53.23	78340525	5.10324	216	5004	83944	11479.12	2479490	12422	Asia	China
SRR18244785	1610323	1167276122	200	724.9	240821	800	10895	47.51	152783282	6.63439	1029	5003	93583	10342.98	10642925	10586	Asia	China
SRR18244786	1645640	1133786084	200	689.0	277613	734	9335	48.01	139589354	6.60703	1079	5003	93708	10525.11	11356591	11569	Asia	China
SRR18244787	1306274	963844902	200	737.9	308113	833	10507	48.26	155490499	4.48178	1423	5003	146990	10619.51	15111569	11209	Asia	China
SRR18244788	1425560	1108221513	200	777.4	363407	912	11941	47.32	148184046	7.15907	1949	5001	148913	11063.49	21562750	12042	Asia	China
SRR18244789	1353704	1069520882	200	790.1	340131	909	11776	47.46	146545699	6.86777	1891	5002	88417	11687.6	22101255	13253	Asia	China
SRR18244790	1213960	986092527	200	812.3	204326	957	12408	46.77	144846515	4.031	756	5001	204326	10718.1	8102880	11134	Asia	China
SRR18244791	1413691	1121922258	200	793.6	513242	916	12509	47.68	150680162	6.55097	1054	5004	238162	11491.37	12111906	12740	Asia	China
SRR18244792	1220837	1009885858	200	827.2	325031	1055	12670	47.22	153029803	6.72475	1253	5003	184323	10699.08	13405953	11897	Asia	China
SRR18244793	1136993	969296845	200	852.5	290216	1071	12809	46.14	145547470	6.69738	1327	5002	222565	11060.83	14677716	12293	Asia	China
SRR18244794	1277152	1041751826	200	815.7	298237	982	12464	47.21	141901473	6.21453	1028	5003	172756	11229.65	11544081	12374	Asia	China
SRR20337159	1009647	570777902	200	565.3	370760	541	6626	47.91	120056514	4.50039	488	5007	111405	13303.05	6491887	17035	Asia	China
SRR20337166	325180	293998492	200	904.1	578937	1221	7784	47.05	107404396	5.51004	591	5008	98747	13797.6	8154382	18358	Asia	China
SRR20337167	327013	293727727	200	898.2	755987	1200	7878	47.01	103817747	5.48372	585	5001	100858	13773.72	8057628	18082	Asia	China
SRR20337168	1181567	1034075567	200	875.2	227063	1085	13056	46.64	151195395	5.29097	1234	5006	221158	14587.05	18000416	18976	Asia	China
SRR20337179	1100220	625665541	200	568.7	153281	544	7171	49.2	120475773	4.91532	694	5003	132979	14358.95	9965109	20030	Asia	China
SRR20337180	1021279	587328767	200	575.1	117934	553	6871	47.59	111208098	6.36273	1338	5000	97364	13235.36	17708918	15906	Asia	China
SRR20705913	1376719	893471854	200	649.0	211545	666	8075	46.92	104930113	4.96721	327	5000	138346	8915.73	2915443	8385	Asia	China
SRR20705922	1406901	850566541	200	604.6	228910	610	6604	45.31	107929638	3.02674	184	5003	49945	9440.83	1737112	9538	Asia	China
SRR20705923	1402838	891216372	200	635.3	102205	651	7651	45.88	113225668	4.22713	298	5019	54766	8931.71	2661650	9003	Asia	China
SRR20705925	2027238	1240508307	200	611.9	162239	617	8263	45.36	153760914	5.33216	468	5004	138104	10757.45	5034486	11392	Asia	China
SRR20705929	1299184	791256382	200	609.0	121213	616	6904	45.63	104256338	3.7886	380	5000	70410	9737.06	3700083	9664	Asia	China
SRR20705932	1511763	941336319	200	622.7	168712	628	7891	45.59	113722265	4.69641	274	5020	73714	8924.61	2445342	9054	Asia	China
SRR2329267	241134	229966817	200	953.7	302607	1271	6625	51.39	35710211	4.79473	182	5027	101729	15361.23	2795743	23617	Asia	China
SRR2329455	239743	225221889	200	939.4	484911	1234	6764	51.06	39904135	5.15694	280	5001	218203	15627.79	4375780	23502	Asia	China
SRR2329557	282017	241747805	200	857.2	228476	1051	6741	54.37	29971237	5.62342	437	5004	228476	13754.26	6010612	17524	Asia	China
SRR2329607	266484	241820113	200	907.4	142047	1179	7333	47.96	35846241	4.44135	155	5001	142047	13389.74	2075410	18552	Asia	China
SRR2329609	611771	413188172	200	675.4	466631	704	7229	43.59	59712048	5.66463	587	5004	466631	13831.67	8119191	18625	Asia	China
SRR2329666	659565	573060406	200	868.8	530119	1075	9854	44.64	80622440	6.58668	1922	5002	307266	12815.0	24630433	14847	Asia	China
SRR2329775	508027	408851445	200	804.8	276091	958	8044	44.09	50581699	6.13986	962	5002	217399	12412.9	11941210	14637	Asia	China
SRR2329877	580233	472905196	200	815.0	365422	972	8639	44.21	60304343	6.66679	1381	5001	365422	13014.45	17972955	15513	Asia	China
SRR23946404	51344	54354347	200	1058.6	98778	2119	2941	39.8	20270876	4.08054	91	5010	50779	10189.67	927260	10224	Europe	Germany
SRR23946405	94045	100917433	200	1073.1	263448	2115	4553	40.97	60951573	4.97375	262	5009	39015	10421.99	2730562	10771	Europe	Germany
SRR23946406	92003	83687900	200	909.6	343435	1305	4161	43.94	26721379	4.22862	111	5088	73369	12297.6	1365034	14190	Europe	Germany
SRR23946407	135847	115610633	200	851.0	220466	1109	4951	53.5	51042108	4.25197	140	5006	48744	11274.95	1578493	12885	Europe	Germany
SRR23946408	171046	147858010	200	864.4	335674	1086	5580	48.47	52489022	4.6972	193	5005	106576	12709.23	2452882	16141	Europe	Germany
SRR23946409	57308	56264653	200	981.8	123007	1602	3286	41.79	18740375	4.23288	108	5042	36825	9679.27	1045361	9268	Europe	Germany
SRR23946410	104626	107759849	200	1030.0	343463	2065	4816	43.93	55895169	4.81986	202	5006	53060	10852.81	2192268	12177	Europe	Germany
SRR23946411	98544	97202205	200	986.4	211511	1575	4665	40.52	30138368	3.97991	106	5003	31286	8398.63	890255	7725	Europe	Germany
SRR23946412	139064	138673400	200	997.2	172091	1644	5629	41.52	51717643	4.39421	188	5008	43619	9251.25	1739235	9085	Europe	Germany
